main_class,sub_class,title,body,tag
life,trend,"For traffic weary Hanoi commuters, metro a ‘dream come true’","For them, Vietnam's first metro line, the Cat Linh - Ha Dong route in the capital city, offers hope that their daily commute is faster, more convenient and less harmful to their health.Nguyen The Thanh, 26, has lived the daily nightmare of traveling 10 kilometers from his house in Ba Dinh District to Ha Dong District for a long, long time.When the Cat Linh-Ha Dong metro line opened Saturday morning, the IT engineer could not wait to go for a ride, and experience as easier daily commute to work and back.""When I saw the metro line under construction, I yearned for the day I could ride one of the trains and escape my daily traffic-jam torture. Now my dream has come true,"" he said, as he set out for the Cat Linh Station to try the country’s first metro.Thanh is one of hundreds of excited residents waiting to try out the route and find an escape from the daily drudgery of rush hour traffic jams that have plagued major cities in Vietnam because of a lack of efficient public transportation and the resultant large number of personal vehicles – motorbikes and cars – on the road.Hanoi Deputy Chairman Duong Duc Tuan said the metro line would help increase the number of public transport users, and together with the nine other routes planned, form a key transport network that will reduce traffic congestion.Cat Linh metro station in Hanoi, Nov. 6, 2021. Photo by VnExpress/Giang HuyAmong people waiting at the Cat Linh Station early Saturday morning were many families, groups of elderly people and friends. Some people made it a festive occasion, wearing the traditional  for their first metro experience.""I used the metro when I was in the Soviet Union in the 1970s, so I’m thrilled to see we now have a metro line of our own,"" said La Tan Thanh, a Dong Da District resident.In the crowded waiting hall of Cat Linh Station, Nguyen Phuong Dung, who had brought her family along for the ride, said: ""The metro line's construction started when I was in high school. Now I am married and have a daughter already.""Built by China Railway Sixth Group Co Ltd, the project took 10 years to complete with many hurdles and conflicts delaying the work several times.Next to Phuong, many young people were taking photos of the station and themselves on the noisy platform.As the train entered the station, the excitement among the people was palpable, many trying to capture the first moment of entering the train with their cameras. Elderly people in the crowd found entering the train a bit of a struggle.All seats taken on a train running Vietnam’s first metro route, Nov. 6, 2021. Photo by VnExpress/Dat NguyenMany people are not only relieved that their wait for a modern metro line is over, but also proud that new means of public transportation will help modernize their city.""Hanoi is now on par with other modern cities in the world,"" said Hoang Minh Thuy, a university student riding one of the shiny new trains with her classmates.Truong Vinh Tien, 66, resident of Dong Da District, said: ""I only travel by bus usually, and now have another option, this is so convenient.""Inside the shiny, air-conditioned carriages, hundreds of first-time passengers took photos of themselves and the city through the glass windows, wearing face masks.""This is very modern, I feel like I am in Bangkok,"" said Do Truong Tan, an engineer traveling with his family.For most commuters, the metro line is a symbol of the city's development.""The train is very smooth and convenient for the disabled, the old and pregnant women... I am so proud,"" said Nguyen Thi My Hanh, 30, who has worked on the project.In the first week, the service will run from 5.30 a.m. to 8 p.m. every day with a train every 15 minutes. The frequency will be increased from the second week onwards with a train leaving every 10 minutes.After six months, the service will be extended to 10.30 p.m., with a train every six minutes during rush hour.On a video call with his mother from the new train, Thanh said: ""I would love to go to work on this train every day.""","Hanoi,Hanoian,metro line,Hanoi metro,public transport"
life,trend,'Squid Game' global craze hits Vietnam too,"Videos with the hashtag #trochoiconmuc (‘Tro Choi Con Muc’ is the Vietnamese name of ‘Squid Game’) have garnered more than 457 million views on the short video platform TikTok.The deadly South Korean sweet treat from the series, known as Dalgona candy, or honeycomb toffee, has taken social media by storm. In the last few weeks its recipe has generated a lot of buzz among Vietnamese netizens, who record videos of themselves making the candy in various shapes.In the series, the game is all about scraping away the outside of the candy to get the stamped shape out without breaking it.Young people have been sharing recipes, trying the challenge out, and re-enacting the episode [involving the candy], attracting huge attention on social networks.The South Korean series 'Squid Game' has sparked many trends among young Vietnamese in the last few weeks, from creating Dalgona candies to dressing up as characters in the series.People try out the Dalgona candy challenge at a coffee shops in Hanoi's Ba Dinh District. Photo by VnExpress/Nguyen NgoanSince premiering on Sept. 17, the nine-episode show on global streaming service Netflix has become number one in over 90 countries and territories.Directed and written by Hwang Dong-hyuk, its plot is about contestants who are in so much debt that they ended up competing in classic children's games for $38 million cash prizes.The twist is that debt-ridden participants are not simply competing for money: they are also playing for their lives. Losing means death.Le Petit Moment Cafe, a coffee shop in Hanoi's Ba Dinh District, quickly grasped the trend and began offering the do-or-die candy challenge for customers who want to put their scraping skills to the test while enjoying a sugar high.Van, the shop's owner, said she started offering this candy-splitting game on Oct. 15, one day after Hanoi permitted dine-in customers.Van explained why she came up with the idea of offering the candies at her café: ""‘Squid Game’ was so popular that it created many social media trends, including the Dalgona candy challenge. Many people try making the candy at home but fail"".She said her shop attracts hundreds of visitors every day as a result.""My shop sells 100 to 150 candies during weekdays. But on weekends the number doubles, even triples"". She said she has to refuse customers who order a large number of the candies.""""I have sold over 3,000 Dalgona candies so far"".Young customers come to the shop to play, some people buy up to 10 pieces after failing many times.""I traveled more than 15 km from Gia Lam District to this shop because of this ‘Squid Game’ candy,"" Nguyen Van Dung, 20, said.She bought a star-shaped and heart-shaped candy each for VND58,000 ($2.56).In HCMC too, some restaurants have introduced the trendy candy in their menus.Vietnamese dress up as their favorite characters from 'Squid Games'. Photo by VnExpress/Giang Huy and photo courtesy of TamClothes shops began to sell costumes inspired by characters in the series, especially before the recent Halloween.A quick search for 'Squid Game' costumes on Facebook turns up hundreds of online stores and e-commerce sites.""I am a huge fan of the show and wanted to dress up in a red uniform and black mask like a guard from the show like my friends,"" Nguyen Thanh Trung of Hanoi’s Long Bien District said.During the spooky weekend, young people thronged the streets of Hanoi and HCMC dressed like the players, guards or the giant creepy doll from the show.Some celebrities have also joined in.Actress Ngoc Thanh Tam recently turned heads with a costume mimicking that of the creepy 'Red Light and Green Light' doll.She covered her body with silver paint to make her own version of the character and invited children in her neighborhood to take pictures.Many Vietnamese versions of games from the series have been held, attracting hundreds of participants.In Hanoi, a five-star hotel last week organized a ‘Squid Game’ competition involving games from the series like ‘Red Light, Green Light’ and ‘Dalgona candy’.In the show, the doll turns its head and says ""Red light, green light"" when contestants move toward the finish line.In the game at the hotel, the doll was replaced by a person dressed up and wearing a mask. And, of course, unlike in the brutal episode in the series, this person did not have the ability to injure players.A resort in Nha Trang Town organized a Squid Game episode last week, eliminating losers using water guns.Around 200 people took part in a game organized in northern Quang Ninh Province in early October.""I joined the game because I am so into the series and wanted to feel the tension and competitiveness like the players in it,"" Trung Nghia, 24, who took part in the game in Hanoi on Oct. 30, said.Trung Nghia (R) participates in a ‘Squid Game’ competition in Hanoi, October 2021. Photo courtesy of Nghia‘Squid Game’ is yet another manifestation of South Korea’s recent cultural success.The widespread popularity of K-pop and South Korean movies are part of the global Korean Wave, which started in some Asian countries including Vietnam in the 2000s, and has strengthened since.A 2019 survey by HCMC market research firm Q&Me found that 51 percent of Vietnamese like Korean pop music, and 68 percent like South Korean dramas.Vietnamese people’s preference for Korean TV dramas is clear from the daily chart of Netflix Vietnam in which they account for seven of the top 10 shows.The ‘Squid Game’ craze shows no signs of stopping, and remains the fourth most-watched on Netflix in Vietnam nearly two months after it began.""I will ask some other friends to play the Dalgona candy game with me next weekend,"" Le Thu Ha, an accountant in Hanoi’s Ha Dong District, said.""I have just finished watching the show and am now officially a fan"".","Vietnam,Squid Game,Dalgona,South Korea,Netflix series,Halloween,movie"
life,downpours-see-hanoi-inundated-with-uncollected-trash-4380903.html,Downpours see Hanoi inundated with uncollected trash,,"Vietnam,Nam Son landfill,Hanoi,garbage,uncollected trash"
life,culture,Vietnamese antiques fetch high prices at global auctions,"A Vietnamese mandarin cap believed to be from the Nguyen Dynasty, the last of Vietnam's royal rulers, late 19th century-early 20th century, sold for €600,000 ($693,243) at a Balclis auction in Spain on Oct. 28. It comes with a box in lacquered and gilded wood, and has ""some flaws and defects,"" the auction house stated. The item was introduced on Oct. 20 with an initial price of €500. Ten vying bidders eventually pushed the price tag up to €600,000. The final bidder is an anonymous online collector.
Tran Dinh Son, a researcher, said the cap belonged to a high-ranking mandarin, was well preserved and similar to artifacts on display in Hue, Ho Chi Minh City and Hanoi, meaning it was not all that rare. Before 1945, several families either buried the caps with the deceased mandarins or kept them for worship.
""I'm surprised to hear that the cap got a record-breaking price. In Vietnam, a similar item could be sold for around $10,000,"" he said.
Vu Kim Loc, an artisan who specializes in restoring Nguyen Dynasty caps, said he was not surprised to see the cap fetching a high price at a foreign auction. He said there were only around five to seven similar mandarin caps in Vietnam, and that caps belonging to high-ranking mandarins were even rarer. Photo courtesy of the Balclis auction houseAt another auction the same day, a ceremonial costume from the Nguyen dynasty was eventually sold for €35,000 after bidding started at €800. Son said Vietnamese artifacts have gained traction on the international auction scene over the past five years, thanks to affluent Vietnamese abroad helping to spread the word. Photo courtesy of the Balclis auction houseIn May 2017, a Rolex Reference 6062 watch of Bao Dai (1913-1997), Vietnam’s last emperor, was sold for $5.05 million at an auction in Switzerland, the most expensive Rolex at the time. He reportedly went shopping for the Rolex in the spring of 1954 while attending the Geneva Convention, which split Vietnam in two.
The unique Rolex includes a small 36 millimeter yellow gold triple calendar moon phase and is the only known example with the reference 6062 with a black dial and diamond indexes, according to leading watch website . Photo by PhillipsIn April 2015, the rickshaw used by Queen Mother Tu Minh (1855-1906) was sold for €45,000 in France. It was purchased by Monuments Conservation Center in central Thue Thien Hue Province and is on display at Hue Royal Palace. The rickshaw was bought by her son - King Thanh Thai (1879-1954) - for his mother to travel around the palace. After the king was dethroned, it was sold to a Frenchman in 1907. After more than 100 years, it was auctioned in France.
Phan Thanh Hai, director of Hue Monuments Conservation Center at the time, said the rickshaw was among the most beautiful in Vietnam, exquisitely inlaid with pearls by a group of famous artisans in the North. Photo by Dac DucAt the same auction, a royal bed of King Thanh Thai was sold for more than VND3 billion.
It was bought by an overseas Vietnamese, a grandson of the emperor. The bed is made of wood with royal Hue patterns. The top of the bed is carved and covered with gold leaf. Photo courtesy of RouillacA gilded book made of silver was bought by Cao Xuan Truong, a Vietnamese antique collector in 2010. The history of this particular book dates to 1846 when the then Vietnamese King Thieu Tri gifted this item to his mistress.
The book, which measures 14 x 23centimeters, has only five sheets and weighs nearly two kilograms. It features 186 scripts in Chinese with reference to the concubine, costing Truong €72,750. This is the only known gilded, silver book to have existed in Vietnamese history, according to Vietnam History Museum. Photo by Philippe Truong","Nguyen Dynasty,history,Vietnam,auction"
life,hcmc-doctor-recalls-struggles-amid-pandemic-s-peak-4381209.html,HCMC doctor recalls struggles amid pandemic's peak,"At the beginning of July, there were days when Thu Duc City's Binh Chieu Ward recorded more than 100 Covid infections. As the local health station received multiple emergency calls, the phone ringing sound haunted many healthcare workers.""Medics were exhausted while the number of calls kept flushing in,"" Dr Le Ba Kong, head of Binh Chieu Ward's health station, recalled.Binh Chieu Ward has more than 80,000 people; about two-thirds are migrant workers living in rented rooms, including stacked houses with shared restrooms, a hotbed for the coronavirus.Medics in Binh Chieu Ward take a Covid patient to the hospital. Photo courtesy of Binh Chieu health stationThe ward has Binh Chieu Industrial Park, Linh Trung Export Processing Zone, adjacent to Thu Duc wholesale market. At that time, many workers and traders had got one dose of Covid vaccine, so they dropped their guards. At the wholesale market, porters and sales did not wear masks because of the heat and difficulties in breathing.Initially, the pandemic broke out in a company with 140 infections. Around 700 people were coming into close contact with them.""The station was overwhelmed by a large amount of patients' information, we did not have time to confirm many of them,"" Kong recalled.The local health station had eight people handling everything from processing patients' documents to conducting contact tracing.Doctors and nurses all had to work at night, with no time to rest. There were not enough medical equipment and ambulances, so they had to mobilize equipment from benefactors.After borrowing a car from an acquaintance, Kong then organized a night medical examination.""I sat in the car to make a phone call to inquire about the situation of the patients then I drove to distribute medicine,"" Kong said, adding he started visiting Covid patients' house at around 7 p.m. and did not come home until 2-3 a.m. on the following day.""There were many nights, we took patients to three different hospitals but none had oxygen cylinders left for them.""Local medics many times helplessly witnessed Covid patients die right in front of their eyes.Among the patients who succumbed to Covid, there was a young man whose family called for help at 4:15 a.m. When doctors arrived, it was too late to save him. The man died 15 minutes later.From mid-July, the situation began to improve as healthcare workers from the private sector and other provinces joined their hands in the midst of the pandemic.Medical equipment, packages, and oxygen cylinders were fully provided, helping the local health authorities give full support to Covid patients.Binh Chieu health station was supported by three military medics, four healthcare workers from northern Hai Duong Province, two doctors from a private hospital, and four other doctors checking up on Covid patients by phone.Thanks to the support, the station could do the job better.Doctor Nguyen Huy Manh from a private clinic join medics on Binh Chieu health station to treat local Covid patients. Photo courtesy of Binh Chieu health stationAll positive cases were thoroughly verified, patients' living spaces were also disinfected and isolated. A mobile medical team and private medical center cooperated to treat patients at home, and quickly responded in case of emergency.When the health sector in HCMC had a better process and solution to deal with the outbreak, equipment and medicine were fully supplied, so Binh Chieu Ward's health station decided to keep patients in its centralized quarantine area.Many have recovered from the disease and volunteered to give medics a helping hand.""We had a lot of works, the number of cases is still high, but everyone feels less pressure,"" said Kong.Many elderly patients rejected to go to the hospital, wanting to stay at home, doctors had to discuss carefully before coming up with solutions.The treatment team at that time included traditional medicine doctors, specialists in surgery, internal medicine, otolaryngology, and psychiatry, so they were confident when deciding which patients could stay at home, monitoring their health around the clock carefully.Overcoming the initial difficulties, the clinic gradually got on its feet. During the recent outbreak, the ward recorded more than 7,500 patients. More than 100 of them were isolated at home.Looking back on the recent arduous battle, Kong wished to have specialized training and specific policies for local clinics.He hoped that the public health sector would ""have a mechanism to cooperate with the private health sector, because currently the cooperation is all based on personal relations, there is no mechanism to follow.""Last weekend, deputy director of HCMC Health Department, Nguyen Van Vinh Chau, said the municipal healthcare system has weaknesses in the recent outbreak, and it is necessary to improve its quality and efficiency; adjust and publish appropriate policies to attract human resources, especially for clinics in local wards, communes, and town.At an online meeting with 140 voters working in the healthcare sector on Oct. 9, deputy director of the department proposed the city should assign a quota on the number of people working for a health station based on the local population. The goal is to ensure sufficient human resources for primary care, medical examination, and treatment, preventing future epidemics.HCMC has recorded more than 438,000 Covid cases in the current outbreak, starting late April. The city lifted its stringent lockdown on Oct. 1, allowing more socio-economic activities to resume.","HCMC,Saigon,Covid,patients,outbreak,pandemic"
life,culture,17 movies to compete for best picture at Vietnam Film Festival,"Competing entries include recent high-profile titles like the highest grossing Vietnamese movie of all time, Vu Ngoc Dang’s 2021 comedy ‘Bo Gia’ (Dad, I’m Sorry) starring Tran Thanh; Tran Thanh Huy’s coming-of-age action ‘Rom’, which won the New Currents award at 2019 Busan International Film Festival; and Victor Vu’s 2019 romance ‘Mat Biec’ (Dreamy Eyes).Besides feature films, Vietnam Film Festival, to be held partly online from Nov. 18-20, also awards the Golden Lotus to documentaries, science films and animations. A total 128 films from across all four genres will take part in this year’s festival.The feature film genre will see two new prizes for best first film and best special effects, recognizing emerging talents and technology’s bigger role in Vietnamese cinema.First held in 1970, Vietnam Film Festival is organized by the Ministry of Culture, Sports and Tourism every two or three years in different cities throughout the country.","Vietnam,Oscar,Vietnam Film Festival,Golden Lotus "
life,expat-vietnamese-wife-make-wheelchairs-for-disabled-animals-4379872.html,"Expat, Vietnamese wife make wheelchairs for disabled animals",,"cats ,dogs ,pets ,animals ,HCMC ,Saigon "
life,migrant-workers-hesitate-to-visit-home-amid-confusing-rules-infection-fears-4379048.html,"Migrant workers hesitate to visit home amid confusing rules, infection fears","During her eight years of living in Hanoi, Minh Ngoc always visited her home in Hai Phong every six months or less.""Before Oct. 19, Hai Phong identified the whole of Hanoi’s Cau Giay District as a low-risk area, but now Dich Vong Hau Ward where I live has become a moderate-risk area,"" the 27-year-old says with a sigh.Though fully vaccinated, living in a moderate-risk area means she must self-monitor her health for seven days if she returns to Hai Phong. She wants to visit her parents for the weekend but is confused by the regulations.She contacted health authorities in her hometown, but they said the rules depend on the pandemic situation.""Too complicated,"" Ngoc says.People scan QR codes to make health declaration before entering northern Quang Ninh Province, Oct. 16, 2021. Photo by VnExpress/Minh CuongA resolution on adapting to Covid-19 issued earlier this month categorized areas into four risk levels, with 1 being lowest.The criteria are determined by the Ministry of Health based on factors like community transmission, vaccination and Covid-19 treatment.In Hai Phong, people who return before midnight on a day have to follow rules based on the risk level of that day.The risk is freshly assessed after midnight.But even when provinces and cities have allowed interprovincial transportation to resume, people are hesitant about visiting their hometown.A quick survey of such people by  found their worries are related to unclear regulations on quarantine, transport difficulties, expensive bus tickets, fear of not being able to return to their place of work, fear of infection, and stigma related to returning to a pandemic-hit area.Tien Hung, 27, who lives in Hanoi’s Nam Tu Liem District, wanted to return to the central Thanh Hoa Province and tried to find a car.There are few buses, and the main mode of transport is private car. The price of a seat pre-Covid was VND200,000 ($8.82), but is now up to VND500,000, depending on the pick-up and drop off points.He could not afford to spend a million dong just to return home for a weekend.The confusing quarantine rules also rattled Hung.Some Thanh Hoa people living in Hanoi said those coming from moderate-risk areas in Hanoi do not have to quarantine at home, take a quick test or present documents to prove their current place of residence. But others said they must self-monitor their health or isolate themselves for seven days even if they have had two Covid shots.Hung says: ""There is too much information and I do not know whom to believe. People like me do not dare to take the risks to visit home unless there are urgent matters.""Le Van Phuong, chairman of the People's Committee of Hoang Quy Commune in Thanh Hoa's Hoang Hoa District, his native village, says: ""Before returning, people should ask for a certificate from the ward where they live to prove that it is a safe area, and [also] bring their vaccination certificates"".After they make health declarations, the commune would consider the pandemic situation at their place of departure to take measures, he said.Le Thuy, 26, of Hau Loc District in Thanh Hoa Province, has also been confused by the quarantine regulations. She found out that fully vaccinated people living in moderate-risk areas need to self-isolate if their second shot were taken less than 14 days prior.Their house will have to put on a sign saying ""family has a member returning from pandemic area.""But in Hanoi and many other places, people like Thuy only have to self-monitor their health at home for 14 days.""I need a specific guide that applies to all provinces so that I can return to my hometown with peace of mind,"" she says.A police man controls the flow of people entering central Nghe An Province. Photo by VnExpress/Nguyen HaiMany people believe that authorities in some places are overreacting in updating pandemic prevention guidelines, causing difficulties for those who want to return to their hometown.""We are forced to do so (updating pandemic prevention guidelines) when the number of infections in other provinces and cities fluctuates every hour,"" Le Khac Nam, vice chairman of the Hai Phong People's Committee, says.The daily updates help the public and authorities closely monitor and take appropriate measures, he added.Between Oct. 7 and 25 some 381,000 people moved from southern provinces and cities to their hometowns, and 6,200 of them tested positive, according to the health ministry.Many localities have reported difficulties in applying measures to manage people returning from high-risk communes and wards in low-risk provinces. Many vaccinated people are still infected, and so self-isolation could still pose a risk to communities.""If the regulations on pandemic prevention are not strictly complied with and the situation gets out of control, it will be very dangerous,"" Nam warns.Many people are also hesitating to return simply because they worry they might carry the virus home.Nguyen Tam, 34, of Nghe An Province lives and works in Dong Nai Province, which used to be a high-risk area. Fearful she might take the disease to the countryside where many people have not been vaccinated, Tam decided to stay.""The number of positive cases among returnees from the south is increasing,"" she says.As of Oct. 27 nearly 24,000 people returned to their hometowns in Nghe An from southern provinces and 308 tested positive.Thuy hopes that soon pandemic prevention measures will be synchronized among provinces so that people can travel without confusion.Ngoc also hopes to have clear regulations soon as she still has no idea if she can leave her hometown before finishing the seven-day quarantine at home.""Many people say it is okay because no one is monitoring us. But if I come into contact with a Covid patient and spread the disease to others, will I be violating the regulations?""","migrants,workers,Covid-19,pandemic"
life,style,House boasts colorful veranda,"The two-floor house, 90 square meters, is home to a family with two young daughters. Homeowners had initially sought a common space for their children to play around and read books.The common space, filled with light, wind, and plants helps connect the family regardless of proximity.Sunlight casts wavy silhouettes on the floor.Architects intentionally kept the common space simple in order to facilitate communication and interaction among family members.A plethora of greenery decorates many spaces.A minimalist wooden staircase highlights nature-human interaction.","house,Binh Duong,architect"
life,culture,"Nguyen Dynasty artifact fetches $693,000 at Spanish auction","The auction was held both online and on-site on Thursday. On the website of the Balclis auction house, the cap was simply described as ""Vietnamese Mandarin cap from the Nguyen Dynasty, late 19th century-early 20th century.""It comes with a box in lacquered and gilded wood, and has ""some flaws and defects,"" the website said.The item was introduced on October 20 with an initial price of €500. The €600,000 price tag was reached after over 10 bidders tried to get their hands on the item. The final bidder is an anonymous online collector.Tran Dinh Son, a researcher, said the cap belonged to a high-ranking mandarin, was well preserved and similar to artifacts on display in Hue, Ho Chi Minh City and Hanoi, meaning it was not all that rare. Before 1945, several families either buried the caps with the deceased mandarins or kept them for worship.""I'm surprised to hear that the cap got a record-breaking price. In Vietnam, a similar item could be sold for around $10,000,"" he said, adding that it was a shame that the cap couldn't be traced back to its owner, as such information would increase its cultural value.Vu Kim Loc, an artisan who specializes in restoring caps from the Nguyen Dynasty, said he was not surprised to see the cap fetching a high price at a foreign auction. He said there were only around five to seven similar mandarin caps in Vietnam, and caps belonging to high-ranking mandarins were even rarer.""Besides, I believe the credibility of the auction house is also very important to gain the trust of customers. If they put up fake items, it would only hurt their reputation.""At another auction the same day, a ceremonial costume from the Nguyen Dynasty started at €800 and was sold for €35,000.Son said Vietnamese artifacts have begun to gain traction on the international auction scene over the past five years, thanks to affluent Vietnamese abroad helping to spread the word.Historian Duong Trung Quoc said the fact that Vietnamese artifacts are highly sought overseas is a testament to Vietnam's culture and history. However, he said it also means that Vietnamese artifacts were ""being lost"" and found abroad, a problem that has not been addressed yet.""Due to wars and natural disasters, many valuable artifacts fell into the hands of Western collectors, and those found inside Vietnam are few. I think the government should begin an investigation into artifacts in countries like the U.S., France and Spain, and try to claim them back either through diplomatic or legal means. Artifacts are not only of monetary value; more importantly, they hold cultural values,"" he said.In July, a sword from Emperor Thanh Thai was auctioned in the U.S. at a starting price of $5,000. In 2001, eBay auctioned artifacts found in a shipwreck near the Cham Islands in central Vietnam.","Vietnam,Vietnamese,auction,Nguyen Dynasty,artifact,history,culture,mandarin"
life,social-media-addiction-stalks-vietnam-4378277.html,Social media addiction stalks Vietnam,"The 27-year-old in Hanoi's Hoang Mai District often ends up spending twice as much time on the road as other people.""If other people can reach a destination in 15 minutes I may need 30,"" she admits.Her phone virtually never leaves her hand. She explains she is fearful of ""missing out on important information"".But she is hardly the only one to develop this kind of obsession with social media.Dr Nguyen Do Hong Nhung, a psychologist and lecturer at the Thai Nguyen University of Education, says about Nga and other like her: ""These people have typical signs of social media addiction like using these apps excessively and experiencing discomfort and anxiety when trying to reduce usage time"".Experts think that in Vietnam this kind of dependence on social media is very common.According to the Digital 2021 report published by U.K.- digital advertising company We Are Social, Vietnam has some 72 million social network users, or more than 73 percent of the country's population.People aged 25-34 and 18-24 are the two demographics that use social media the most.""In a coffee shop, we will see young people burying their face into their phones all day without interacting directly with each other,"" psychologist Dr Dinh Thi Minh Chau says.Digital 2021 also noted that Vietnamese use the Internet for an average of 6 hours 47 minutes daily, including 2 hours and 21 minutes on social media.For people addicted to social media like Nga and Trang, the daily access time can go up to five or six hours.""Before going to bed, I have to surf the Internet for at least an hour,"" Trang admits.This phenomenon is not new. A 2017 report titled Psychological Impact of Social Networks on User Psychology published by the Hanoi University of Social Sciences and Humanities said 20 percent of Vietnamese spent more than three hours a day on social networks and 54 percent spent more than an hour, 39 percent were very upset if social media was shut down, 37 percent said it was an important part of their life and 35 percent were upset and lost if they could not access it for one or two days.When conducting an experiment that involved spending 72 hours without social media, more than 43 percent of participants broke their commitment within the first six hours.Common emotional states participants reported were feeling a loss of connection with friends, fear they would miss out on what was trending or going on online and a feeling of anxiety.Social media dependence is just the beginning of many mental problems, U.S.-based therapist and psychiatrist, Nguyen Huong Linh, says.""People who cannot get away from social networks often have many mental problems.""They look to the virtual world to avoid these difficulties and on the other hand to show people online that they are fine"".Dependence on social networks shows that young people do not have many tools to deal with their problems and resort to the cheapest and most accessible way to escape real-life problems, she says.It is also a manifestation of those feeling disconnected from their parents or isolated at school.When they want to forget their problems, people immediately ""reach for their phones"", she says.Echoing Linh's opinion, Chau says people addicted to social media often ""feel vulnerable"".""For them, social networks become a place to hide from their problems"".Nguyen Hoai Nam, 22, is one such person. He has not lived with his parents since childhood, has few friends, and was bullied at school, and social media is a consolation. On his personal page, the student living in France posts carefully edited travel photos to attract as many ‘likes’ as possible.The frequency of uploading depends on how he feels at a particular time. ""The sadder I feel, the more I post"".For Nga, the fact that others liked her child’s photos and congratulated her gave her a feeling of recognition.Trang feels her presence ""matters"" when she is the one who knows the latest hot topics online among her group of friends.Experts say the number of people who seek help to treat addiction to social networks is quite small, but this does not mean it is not a problem.Unlike addiction to alcohol or shopping, social media dependence is not condemned and its consequences are difficult to see immediately, but experts say it does have a big impact on the physiology and psychology of individuals and on society.Chau says if ""addicted"", people become lazy and sluggish, struggle to focus on other things and even ignore their other basic needs.For instance, Trang is ready to reduce her sleep and spend more time on ""keeping up with the latest news and trends"".It also causes stress and anxiety.""If I don't get a certain number of 'likes', I am very sad because I think I am not doing well enough,"" Nam says.He considers it a measure of his success and other people’s regard for him.Social networks have affected the mental health of Nguyen Ngoc Nha, 30, of Bac Tu Liem District, who envies other people online and loses self-esteem.""Watching my friends shop for luxury goods, I feel jealous,"" the office worker admits.Nha was also sad because a friend delivered a child at the same time as her, but recovered faster, had enough money to employ a help and got more free time to hang out with friends.Social media dependence also worsens human connections, because the more they are dependent on the Internet, the more they are addicted and the more they withdraw from the real world and lose communication skills.The report Psychological Impact of Social Networks on User Psychology found that the number of friends online is directly proportionate to the level of loneliness, anxiety and depression and inversely proportionate to the level of satisfaction with life.Linh says: ""The need for sympathy, validation and recognition is legitimate and necessary. But we also need to learn how to seek them through traditional methods the way we did before social networks were created"".Experts further note that dependence is not only found in young people but also middle-aged and senior people.Despite knowing the consequences, it is not easy to change one's habits related to the use of social media.Nam thinks he ""sooner or later has to find a way to express himself differently"" and has set a goal of only spending two hours a day online instead of the earlier five hours.Nha chooses to ‘unfollow’ all accounts that make her lose self-esteem. In her free time, she plays with her children and learns about business operations to help accomplish her plan to open a cafe.Trang is trying not to browse at night because her health has been affected.Nga admits reducing her dependence on social networks will be a struggle.""Without it, I might die"".","Vietnam,social media addiction,social media dependence"
